lat,lon,accident_idx,lighting,road_quality,incident_score,crosswalk_present,weather_risk,zone
17.364239,78.504951,0.3331,0.3404,0.4848,0.2745,0.0,1.0,malakpet
17.374019,78.492055,0.3235,0.2465,0.5299,0.4064,0.0,1.0,malakpet
17.379889,78.503274,0.1525,0.3094,0.4586,0.3725,0.0,1.0,malakpet
17.369987,78.501367,0.1736,0.3339,0.545,0.2346,1.0,1.0,malakpet
17.374724,78.507171,0.2917,0.3005,0.4012,0.3164,0.0,1.0,malakpet
17.363438,78.508855,0.235,0.3789,0.475,0.5272,0.0,1.0,malakpet
17.365752,78.510368,0.2717,0.3243,0.5246,0.3481,0.0,1.0,malakpet
17.384854,78.503937,0.0803,0.2514,0.4838,0.3182,0.0,1.0,malakpet
17.377912,78.497441,0.2048,0.2671,0.327,0.1576,0.0,1.0,malakpet
17.383954,78.518692,0.3299,0.2655,0.4123,0.3181,0.0,1.0,malakpet
17.376352,78.497889,0.3456,0.2103,0.3478,0.3619,0.0,1.0,malakpet
17.380842,78.492886,0.2601,0.4551,0.3,0.2658,1.0,1.0,malakpet
17.382258,78.493149,0.3079,0.3534,0.283,0.3867,0.0,1.0,malakpet
17.379053,78.522099,0.2394,0.222,0.4686,0.3104,0.0,1.0,malakpet
17.375276,78.504429,0.235,0.2246,0.3623,0.3537,0.0,1.0,malakpet
17.399618,78.433664,0.3391,0.3692,0.3252,0.4369,0.0,1.0,mehdipatnam
17.400934,78.432522,0.3072,0.2683,0.3271,0.3573,0.0,1.0,mehdipatnam
17.394825,78.433271,0.344,0.1907,0.3157,0.2646,0.0,1.0,mehdipatnam
17.398855,78.444092,0.3522,0.3372,0.4587,0.2981,1.0,1.0,mehdipatnam
17.39563,78.446457,0.2058,0.3391,0.478,0.3901,0.0,1.0,mehdipatnam
17.40088,78.460188,0.1352,0.265,0.5179,0.3218,0.0,1.0,mehdipatnam
17.393763,78.444576,0.409,0.4252,0.5312,0.4094,0.0,1.0,mehdipatnam
17.386311,78.436271,0.2595,0.1278,0.4339,0.3615,0.0,1.0,mehdipatnam
17.395392,78.451255,0.2302,0.3356,0.3406,0.2444,0.0,1.0,mehdipatnam
17.393018,78.417389,0.3162,0.2208,0.3285,0.2964,0.0,1.0,mehdipatnam
17.392217,78.429231,0.3055,0.4272,0.25,0.3592,0.0,1.0,mehdipatnam
17.387988,78.434251,0.2091,0.3415,0.4083,0.177,0.0,1.0,mehdipatnam
17.412111,78.435454,0.2233,0.1989,0.2557,0.2233,0.0,1.0,mehdipatnam
17.401948,78.449782,0.3537,0.2766,0.4116,0.3008,0.0,1.0,mehdipatnam
17.392583,78.427979,0.1079,0.2625,0.3831,0.271,0.0,1.0,mehdipatnam
17.399607,78.434485,0.3781,0.4126,0.4941,0.2113,1.0,1.0,mehdipatnam
17.401374,78.438099,0.3563,0.343,0.351,0.3789,0.0,1.0,mehdipatnam
17.395525,78.429297,0.1442,0.2684,0.6142,0.3111,1.0,1.0,mehdipatnam
17.396439,78.426751,0.3813,0.2507,0.4776,0.3842,0.0,1.0,mehdipatnam
17.411562,78.429291,0.2045,0.2324,0.3787,0.4647,0.0,1.0,mehdipatnam
17.397598,78.438343,0.2693,0.3849,0.4635,0.2101,0.0,1.0,mehdipatnam
17.409271,78.443016,0.2011,0.4386,0.3797,0.2528,1.0,1.0,mehdipatnam
17.392228,78.443017,0.3848,0.4317,0.355,0.3333,0.0,1.0,mehdipatnam
17.404993,78.425349,0.1497,0.4218,0.5513,0.313,1.0,1.0,mehdipatnam
17.390735,78.43587,0.3237,0.3205,0.3651,0.3412,1.0,1.0,mehdipatnam
17.385117,78.432744,0.1357,0.2916,0.3925,0.3683,0.0,1.0,mehdipatnam
17.405558,78.439327,0.2714,0.3558,0.2743,0.2599,0.0,1.0,mehdipatnam
17.39665,78.425377,0.4058,0.34,0.3825,0.4482,0.0,1.0,mehdipatnam
17.38791,78.430412,0.2665,0.2822,0.2417,0.4098,0.0,1.0,mehdipatnam
17.393453,78.426027,0.2636,0.5067,0.4233,0.422,0.0,1.0,mehdipatnam
17.383934,78.44047,0.2428,0.3115,0.6115,0.2298,0.0,1.0,mehdipatnam
17.397393,78.451922,0.2511,0.3424,0.3468,0.4199,0.0,1.0,mehdipatnam
17.398394,78.435737,0.3701,0.3159,0.2582,0.451,0.0,1.0,mehdipatnam
17.400758,78.429473,0.2992,0.1264,0.6173,0.3284,0.0,1.0,mehdipatnam
17.394506,78.43857,0.3217,0.3716,0.4444,0.3572,0.0,1.0,mehdipatnam
17.405492,78.43416,0.2692,0.4003,0.5867,0.3654,0.0,1.0,mehdipatnam
17.394832,78.432503,0.3699,0.3958,0.3382,0.3826,0.0,1.0,mehdipatnam
17.405309,78.431216,0.2085,0.2653,0.3572,0.4185,1.0,1.0,mehdipatnam
17.401526,78.440646,0.2287,0.3546,0.464,0.4103,0.0,1.0,mehdipatnam
17.400261,78.440047,0.2186,0.3369,0.3344,0.3481,0.0,1.0,mehdipatnam
17.388923,78.434699,0.2166,0.2954,0.2485,0.3671,1.0,1.0,mehdipatnam
17.408095,78.436028,0.2657,0.3266,0.3871,0.2932,0.0,1.0,mehdipatnam
17.388078,78.427541,0.3464,0.3045,0.3788,0.1897,0.0,1.0,mehdipatnam
17.39571,78.436208,0.1478,0.4162,0.3316,0.3768,0.0,1.0,mehdipatnam
17.367824,78.437655,0.424,0.4191,0.4168,0.3107,0.0,1.0,mehdipatnam
17.40259,78.441035,0.2989,0.4296,0.3075,0.3552,0.0,1.0,mehdipatnam
17.39477,78.420078,0.2244,0.2873,0.3581,0.3622,0.0,1.0,mehdipatnam
17.389364,78.436138,0.3564,0.2374,0.3313,0.44,1.0,1.0,mehdipatnam
17.382887,78.428627,0.2419,0.39,0.421,0.3655,0.0,1.0,mehdipatnam
17.392964,78.442804,0.2748,0.4785,0.5255,0.2438,0.0,1.0,mehdipatnam
17.417067,78.574452,0.4871,0.5358,0.5006,0.4947,0.0,1.0,uppal
17.399524,78.560747,0.5126,0.51,0.3234,0.5214,0.0,1.0,uppal
17.398118,78.543741,0.4393,0.5082,0.5137,0.6362,0.0,1.0,uppal
17.400042,78.565032,0.4504,0.6883,0.5282,0.5492,0.0,1.0,uppal
17.385578,78.569224,0.5101,0.4478,0.4804,0.61,0.0,1.0,uppal
17.42435,78.549482,0.4954,0.5081,0.4797,0.407,1.0,1.0,uppal
